Date,Open,High,Low,Close,Volume,RSI_6,RSI_14,MA_5,MA_10,MA_120,MA_200
1999-12-21,82.34234524836101,82.34234524836101,82.34234524836101,82.34234524836101,0.0,67.66290181454639,62.41518875571165,81.42902504255902,81.08876742908872,77.26374014902154,76.4830591317383
1999-12-22,82.55705671327588,82.55705671327588,82.55705671327588,82.55705671327588,0.0,69.7309755516473,63.43062446170686,81.7764478381339,81.30710401046046,77.29004565554443,76.52993830119345
1999-12-23,83.87218622143502,83.87218622143502,83.87218622143502,83.87218622143502,0.0,79.40976149052412,68.96198499315858,82.31550823237555,81.61768934859336,77.32745877450843,76.57932141527054
1999-12-27,83.75586181143568,83.75586181143568,83.75586181143568,83.75586181143568,0.0,76.80309909006854,67.98249825134367,82.72704260676609,81.88986657786548,77.36301245272826,76.6316633563711
1999-12-28,83.70218917374031,83.70218917374031,83.70218917374031,83.70218917374031,0.0,75.43212091483372,67.50606902956905,83.24592783364957,82.14239707021684,77.39759972370032,76.6785148145995
1999-12-29,84.06005788181326,84.06005788181326,84.06005788181326,84.06005788181326,0.0,78.5024986875723,69.06288252380278,83.58947036034003,82.50924770144952,77.43123882919654,76.72857164262734
1999-12-30,83.96163597000873,83.96163597000873,83.96163597000873,83.96163597000873,0.0,75.39290296172732,68.09658158918455,83.87038621168661,82.82341702491026,77.46702424763346,76.77972973920652
1999-12-31,84.09586287820284,84.09586287820284,84.09586287820284,84.09586287820284,0.0,76.8909698520265,68.73897834543615,83.91512154304016,83.11531488770785,77.50630133873717,76.82562859351519
2000-01-03,83.27279412942178,83.27279412942178,83.27279412942178,83.27279412942178,0.0,53.10261140477526,60.67159423513455,83.81850800663737,83.27277530670173,77.53501138965352,76.87377920285381
2000-01-04,80.01628927379812,80.01628927379812,80.01628927379812,80.01628927379812,0.0,21.508795317876192,40.445868024989885,83.08132802664895,83.16362793014926,77.53235668898664,76.90493749708345
2000-01-05,80.15946743108964,80.15946743108964,80.15946743108964,80.15946743108964,0.0,23.897654414460632,41.371287838879276,82.30120993650424,82.94534014842212,77.52726125085654,76.94745871884719
2000-01-06,78.87117075608928,78.87117075608928,78.87117075608928,78.87117075608928,0.0,17.986866116364183,35.95707795888484,81.28311689372035,82.57675155270347,77.51587983755229,76.98149783038271
2000-01-07,83.45170059794708,83.45170059794708,83.45170059794708,83.45170059794708,0.0,60.09653443406823,57.33587959016966,81.15428443766919,82.53470299035467,77.55638935206171,77.03107541104356
2000-01-10,83.73797325599648,83.73797325599648,83.73797325599648,83.73797325599648,0.0,61.5761362198039,58.27338590329436,81.24732026298412,82.53291413481075,77.60002593617894,77.08474606189625
2000-01-11,82.73599803869014,82.73599803869014,82.73599803869014,82.73599803869014,0.0,53.278662247262005,53.815958514790715,81.79126201596253,82.43629502130574,77.64391558131032,77.12604251715092
2000-01-12,81.91293626128689,81.91293626128689,81.91293626128689,81.91293626128689,0.0,47.03154813522454,50.40521079995358,82.14195578200199,82.22158285925309,77.68220709387735,77.1651757538737
2000-01-13,83.02229858225077,83.02229858225077,83.02229858225077,83.02229858225077,0.0,55.475527014373704,54.5833180165017,82.97218134723427,82.1276491204773,77.73448975502869,77.21580050519415
2000-01-14,84.14952854452042,84.14952854452042,84.14952854452042,84.14952854452042,0.0,62.72166673682105,58.41673379811685,83.11174693654894,82.13301568710907,77.79082621427689,77.26931070978674
2000-01-18,83.48748468020325,83.48748468020325,83.48748468020325,83.48748468020325,0.0,56.2677554074484,55.45613831431545,83.0616492213903,82.15448474218721,77.83956927453904,77.31081564409456
2000-01-19,84.1673752716928,84.1673752716928,84.1673752716928,84.1673752716928,0.0,61.18918904814547,57.820326097795025,83.34792466799084,82.56959334197668,77.90302566003093,77.35660720889886
2000-01-20,82.87912042495925,82.87912042495925,82.87912042495925,82.87912042495925,0.0,48.722218808692126,52.17013071653883,83.5411615007253,82.84155864136365,77.96360786264485,77.39294077515336
2000-01-21,82.70020698505618,82.70020698505618,82.70020698505618,82.70020698505618,0.0,47.12216749491192,51.41863017854876,83.47674318128638,83.22446226426032,78.02121572691964,77.42358865995725
2000-01-24,80.35628336918754,80.35628336918754,80.35628336918754,80.35628336918754,0.0,31.077403961184118,42.73375470088715,82.71809414621981,82.91492054138438,78.06225744802941,77.44242818104236
2000-01-25,81.26877398103113,81.26877398103113,81.26877398103113,81.26877398103113,0.0,40.536031951698384,46.520776619880024,82.27435200638539,82.66800061388784,78.11950576349409,77.46174886662335
2000-01-26,80.62465352904216,80.62465352904216,80.62465352904216,80.62465352904216,0.0,36.31453103503698,44.29404527651687,81.56580765785525,82.45686616292303,78.16575045623655,77.48033316556716
2000-01-27,80.30257587460318,80.30257587460318,80.30257587460318,80.30257587460318,0.0,34.178750667606266,43.18105266710807,81.05049874778403,82.29583012425466,78.21613405597988,77.50378400906988
2000-01-28,77.79759251738163,77.79759251738163,77.79759251738163,77.79759251738163,0.0,22.066315428679033,35.67316863925194,80.06997585424912,81.77335951776776,78.24697781326206,77.51612983116026
2000-01-31,79.90896491254085,79.90896491254085,79.90896491254085,79.90896491254085,0.0,42.63001536377122,44.44154474709811,79.98051216291978,81.3493031545698,78.30223893748438,77.54222655653696
2000-02-01,80.69620077942112,80.69620077942112,80.69620077942112,80.69620077942112,0.0,48.68785157477492,47.324641566787,79.86599752259778,81.07017476449158,78.35664449936596,77.5780266381052
2000-02-02,80.76778288668906,80.76778288668906,80.76778288668906,80.76778288668906,0.0,49.27231679676991,47.59095898257337,79.89462339412718,80.73021552599121,78.41201699134862,77.60957065866859
2000-02-03,81.98446956891026,81.98446956891026,81.98446956891026,81.98446956891026,0.0,58.83575669411781,52.03029552637034,80.23100213298859,80.64075044038631,78.46321513849327,77.63655111075232
2000-02-04,81.64453124454329,81.64453124454329,81.64453124454329,81.64453124454329,0.0,55.337957666388434,50.73715992436672,81.00038987842092,80.53518286633502,78.50876251917111,77.65819403199285
2000-02-07,81.51925558544656,81.51925558544656,81.51925558544656,81.51925558544656,0.0,53.92035645096227,50.24159287022652,81.32244801300206,80.65148008796092,78.54911285388741,77.6801866724008
2000-02-08,82.62864579192164,82.62864579192164,82.62864579192164,82.62864579192164,0.0,63.78030442304547,54.481590967718176,81.70893701550216,80.78746726904998,78.60330625350456,77.7055082502797
2000-02-09,80.89307248854139,80.89307248854139,80.89307248854139,80.89307248854139,0.0,45.50200084468106,47.64196744339685,81.73399493587263,80.8143091649999,78.64822801111951,77.72028847749846
2000-02-10,81.05407645887188,81.05407645887188,81.05407645887188,81.05407645887188,0.0,47.186869609506765,48.29049893771084,81.54791631386495,80.88945922342677,78.68811364541051,77.74119745208401
2000-02-11,79.40793896130975,79.40793896130975,79.40793896130975,79.40793896130975,0.0,34.210445760044465,42.49489476918986,81.10059785721825,81.05049386781958,78.70211862056081,77.75680375271536
