Date,Open,High,Low,Close,Volume,RSI_6,RSI_14,MA_5,MA_10,MA_120,MA_200
1999-12-21,71.72931068148503,75.36317443847656,71.32115931747512,75.36317443847656,26003800,89.62585648618547,80.97079921057757,71.15526580810547,69.16125259399413,54.46379858652751,50.642930603027345
1999-12-22,75.15249200574232,75.25782135683656,73.67788109042291,75.12615966796875,22313600,86.82217397868597,79.73537550371891,72.51927947998047,70.02758102416992,54.67730973561605,50.80342613220215
1999-12-23,75.72524547676004,76.4691342656737,74.99452286110149,76.021484375,17543600,88.45874531900651,80.91967902925259,73.72530059814453,70.95184631347657,54.900915209452315,50.967344970703124
1999-12-27,76.10043813459549,76.12677046612995,74.07284860644191,75.57379150390625,19281800,82.32397431597064,78.45076516632523,74.72065734863281,71.77604522705079,55.12013155619304,51.13429182052612
1999-12-28,75.62646204024178,76.25843804614908,74.62583336422186,75.09981536865234,15346400,75.65791050611816,75.81346763623694,75.43688507080078,72.46134033203126,55.329912185668945,51.29281238555908
1999-12-29,75.83714583113387,77.94373321533203,75.73181646192396,77.94373321533203,16512600,84.62302530294743,80.12975557090589,75.95299682617187,73.55413131713867,55.55922304789225,51.46370922088623
1999-12-30,78.89168074352494,78.99701009031202,77.10108184814453,77.10108184814453,21887000,74.82463496935276,75.81263706422168,76.34798126220703,74.43363037109376,55.78370599746704,51.63197271347046
1999-12-31,78.0490361329795,78.52301813378706,76.99574279785156,76.99574279785156,14464400,73.54715302769307,75.26671672338455,76.54283294677734,75.13406677246094,56.00928602218628,51.79549640655517
2000-01-03,81.05097935256354,81.05097935256354,76.46915011041082,79.83969116210938,36345200,82.96799184824079,79.54854198120391,77.39601287841796,76.05833511352539,56.25148890813192,51.97890117645264
2000-01-04,77.52239869201487,78.78635084460207,74.09919494542454,74.36251831054688,33786600,45.51021362118283,58.532046444814796,77.24855346679688,76.34271926879883,56.44415369033813,52.13755344390869
2000-01-05,73.73056633527888,75.52116580342137,70.99200244282567,72.46661376953125,42496600,38.32339510440383,53.28430879022773,76.15312957763672,76.0530632019043,56.61706943511963,52.29423086166382
2000-01-06,73.20386865015287,74.1518324168455,67.20009812776622,67.48975372314453,37134800,25.592465083640604,42.50992600402238,74.23086395263672,75.28942260742187,56.75290002822876,52.41904592514038
2000-01-07,69.88604787190755,75.837158203125,69.51739501953125,75.837158203125,28138200,55.40749707594277,57.89001541314985,73.9991470336914,75.27098999023437,56.97474994659424,52.57783002853394
2000-01-10,76.67978078481313,79.15502096124598,75.78448114652892,77.94373321533203,29675600,60.23305276795217,60.74418726889489,73.61995544433594,75.50798416137695,57.212179851531985,52.749516792297364
2000-01-11,77.31176749142733,78.25973194295709,73.30925091830167,74.15188598632812,32546600,48.82135074745023,53.68999938739014,73.57782897949218,75.41319122314454,57.42848901748657,52.8943447303772
2000-01-12,74.99451995605824,75.1985956336072,72.46661478900009,72.51927947998047,29050000,44.46844349449104,50.94669686276097,73.58836212158204,74.87074584960938,57.63058958053589,53.03258955001831
2000-01-13,74.57324009725492,77.10114654122967,73.37511777224606,76.89048767089844,25165200,56.83397736883893,57.24561064642915,75.46850891113282,74.84968643188476,57.87899169921875,53.19598196029663
2000-01-14,78.36511058883974,78.89175783742064,77.52247499111027,78.68109893798828,21898600,61.09275153374511,59.53770466269123,76.03729705810547,75.01822204589844,58.13441588083903,53.36371929168701
2000-01-18,77.57512500219434,79.5763841672204,77.04847785350327,79.10240173339844,16752400,62.14717520076908,60.079980403727056,76.26903076171875,74.94449310302734,58.38550589879354,53.52540008544922
2000-01-19,78.77980387955904,80.89297485351562,77.88450402766466,80.89297485351562,19006000,66.74377359425152,62.387193978470314,77.61724853515625,75.59753875732422,58.6602401415507,53.69557291030884
2000-01-20,80.47167266504613,81.63029622435963,79.21430277965479,80.10301971435547,25958000,62.71213610883104,60.719859010412385,79.13399658203124,76.36117935180664,58.93036629358927,53.86423166275024
2000-01-21,81.31428119609882,81.36694588599266,80.10299332854035,81.10362243652344,18698200,65.84780260989842,62.10149432956647,79.97662353515625,77.72256622314453,59.20992800394694,54.03605009078979
2000-01-24,82.10427670654464,82.26227082464575,76.65347963205627,77.20645904541016,28340400,47.269330551173304,54.11734760845908,79.68169555664062,77.85949630737305,59.459591706593834,54.18693445205688
2000-01-25,77.41710201386483,79.30644795586986,75.33684655158751,78.36506652832031,33276200,52.091578424357245,55.93131288367416,79.534228515625,77.90162963867188,59.72604211171468,54.345191822052
2000-01-26,78.57571746655205,78.62838215654304,74.99451854716496,75.2051773071289,23095600,40.09211158111458,50.11235183209118,78.39666900634765,78.00695877075195,59.960015869140626,54.490809745788575
2000-01-27,77.31176342908229,77.94373969689495,73.83589395611266,76.3111343383789,30739200,45.37679808775384,51.99482824979029,77.63829193115234,78.38614425659179,60.207430076599124,54.64985708236694
2000-01-28,75.83715394485829,76.23213912165441,71.41331996474155,72.46661376953125,35313800,33.17073741168355,45.5590666241577,75.9108901977539,77.94375686645508,60.42779884338379,54.78665361404419
2000-01-31,72.36124705670187,75.83711481925087,70.35998986008275,75.57379150390625,36014600,46.9980726620915,50.85373661587376,75.58435668945313,77.63302612304688,60.67751700083415,54.94556915283203
2000-02-01,75.44215050559146,77.94372268640514,74.52051864950221,77.60140228271484,26417600,54.38815393723318,53.99782589542516,75.43162384033204,77.48292617797851,60.93162412643433,55.12489233016968
2000-02-02,77.73308816861015,79.81334357691645,77.60142643390722,78.25973510742188,26169200,56.73834333722057,55.00434165275378,76.04253540039062,77.21960220336913,61.195825258890785,55.30276733398438
2000-02-03,79.47103595239511,81.41962994195019,77.75943312373187,81.31430053710938,30579800,66.38269911593866,59.43880959169573,77.04316864013671,77.34073028564453,61.46858444213867,55.48538223266601
2000-02-04,81.73560206381674,82.78231281833888,81.07729341317389,81.86726379394531,26640000,67.93552341993212,60.203433785357056,78.92329864501953,77.41709442138672,61.742714977264406,55.664705486297606
2000-02-07,81.9462786834252,83.10490216095435,81.10364342704037,82.99957275390625,17761000,71.20397419238384,61.791788179458415,80.40845489501953,77.99640579223633,62.02425168355306,55.84666202545166
2000-02-08,83.73686907787997,86.68609213974241,83.73686907787997,86.47543334960938,21999400,79.06487089146393,66.24544078640007,82.18326110839844,78.80744247436523,62.339362144470215,56.0406326675415
2000-02-09,86.00144556315259,86.11335803824242,83.21021677267672,83.4208755493164,27258200,61.39163802878601,59.663703898074985,83.21548919677734,79.62901229858399,62.633845520019534,56.222984104156495
2000-02-10,84.10549368543555,86.15941619873047,83.04561700389554,86.15941619873047,26341600,68.87634936627413,63.1943526296367,84.18451232910157,80.61384048461915,62.94478645324707,56.42705966949463
